review_id,kategori,altkategori_full,sentiment,text,date
0dab75ede0ebb3dc41cc4d82b9e5d33d,temizlik,temizlik_havuz,Negatif,"Berbat İki küçük çocuğumuzla geldik ve ikinci gün ikiside hasta oldular. Çocuklarımız ishal, ateşlı ve rahatsız, sürekli ağlıyorlar. Çocuk havuzunda birçok bezsiz bebek vardı. Görevliye söyledim ve 1,5 saat beklememe rağmen hala gelmediler. Ertesi gün büyük havuza girdik be durum yine aynı. Yine görevlilere söyledim ve yarım saat sonra geldiler ama çocuklar gitmişti. Bir sürü resim çektim ve gösterdim. Bu arada çocuk havuzu aynı gün kapanmış ve başka bir görevliye nedenini sorduğumda aldığım cevap: kirletilmiş. Eee şaşırmadım. Akşam yemeğinde sonra telefonda müşteri hizmetlerle görüştüm ve oralı olmadılar. Tatilimiz bozulduğu gibi iki küçük çocuklarımız hasta oldu. Hasta olmak istemiyorsanız SAKIN bu oteli seçmeyin.",2026-04-06
6fa7327c68a76d0046c0bf8558ce507f,temizlik,temizlik_havuz,Negatif,"Rezalet Tavsiye üzerine seçmiş olduk oteli fakat verdiğimiz paranın hiç bir şekilde karşılığını almadık. parayı geçtik eğlence deseniz yok, hizmet deseniz yok, havuz basında veya plajda bir müzik deseniz yok resmen huzur evi ve çocuk yuvası. otel genç dostu olarak görünüyor asla değil, +16 relax pool da bile bir sürü çocuk görebilirsiniz. yiyecek ve içeceklere gelince beklentimizin çok çok altında ne verilen hizmet ne verdikleri kalite hiçbiri verdiğimiz paranın karşılığı olamadı. 7 gece konakladım resmen bitsin diye her gün uyudum. sanki huzur evinde gibiydim. ana restaurantta çeşitler çok çok az tatlı kalitesi çok düşük tatlılar bile beklentinin altınla özellikle ortada elinde telefonlarla gezen saçları uzun biri yeme içme müdürü sanırım o bile size ne bir selam ne bir sorun çözen kişi, siz Türkseniz zaten suratınıza bakan yok! Alacarte Restaurantta zaten az daha kokmuş et yüzünden zehirleniyorduk, güzelim tesis çok kötü kullanılıyor. Bu arada havuza girerken mutlaka bone takın saçlarım geldiğimden beri kendine gelemedi yeşerdi koptu mahvoldu havuzdan. Sadece otelde halkla ilişkiler sorumlusu Burçak hanım hariç Restaurantta yener bey hariç bunlar farklı ilgilendiler. Asla Türk oteli değildir asla da tavsiye etmeyeceğim !",2025-11-23
f49065483e8e0db1e094531fb459ade5,temizlik,temizlik_havuz,Negatif,"Kir! Biz sadece geri Calista Pazar 25/9 tarihinde aldım, all ı can say hiç de kaldı kirli otel oldu! Lütfen yalvarıyorum u ur kendi için iyi, bu otel seçmeyin! Resepsiyon: personelin çoğu İngilizce anlamıyorum, Rusya bile (Bu coz demek konukların çoğu Ruslar ve Rusça konuşan oldu). Lobi çok kullanılan görünüyor ve otelin açık sadece 5years oldu! Odalar: Spacey! Ama aynı zamanda çok kullanılan özellikle banyo kalıp tam yukarı, çok kirli! düzgün kirli duş kirli banyo temiz değil! kızımız banyo için benim kendi temizlik! İğrenç! Yastıklar, kauçuk, üzerinde uyumak mümkün değil bir tür ile doldurulmuş!!! Gıda: Özel bir şey, biz güvenilir tüm restoranlar bile 'VIP' Elegance havuzu: havuzdan mantar 14months kızımız var ve o tek çocuğu değildi, Hollanda'dan ""yeni arkadaşlar"" aynı vardı ve 3kids vardı! U ur kendi iyiliği için uyar!!! Ve bize 6000euro mal!",2025-05-18
006ea797abd06526c72fcbb4749ee3bc,temizlik,temizlik_havuz,Negatif,Biz 3 aile gittik hic memnun kalmadik Otel anlatildigi gibi degil restorantta yemek klasik degisik yada luks bir otele yakisan menu yok hep meyve ve yesilljk koymuslar aksam 9dan sonra bar kisminda sadece ickinin yaninda cips ve leblebi fistik var meyve veya baska bi secenek yasakhavuz inanilmaz lagim kokuyor internette bahsedilen %30 anca var diyebilirim,2026-07-17
e8ba18d367dd426cae735a33ce8239b1,temizlik,temizlik_havuz,Negatif,Yaniiii Otelde 6 gün kaldım..ama bir daha gelmeyi kesinlikle tercih etmiyorum.ailece bir tatildi.otel cok güzel calisanlar guler yüzlu fakatttt otelde inanilmaz derecede iranli arap var..ve bu durum cok rahatsiz edici..ne görgü var adamlarda ne anlayis.görevlilerde bu durumdan bıkmış vaziyette.ayrica cocuk havuzlarida cook piss.hijyen kesinlikle yokk.bir daha gelmeyecegiz.buraya verdigim fiyatin yarisina Alva donna deluxe bogazkenttee muhtesem bir tatil gecirebilirsiniz ailece..bence kesinlikle paranizi buraya harcamayinnnnn.....Ayrica picasso bolumunde görevlii CAĞDAŞ ALKAN arkadasimiza ilgi alaka ve sabrindan dolayi cok tesekkur ederizzzzzzz..,2026-06-22
f0c3de295be433770c9db663152df3f1,temizlik,temizlik_havuz,Negatif,"Havuz rezaleti!!! Uzun araştırmalar sonucunda Aska Lara’yı tercih ettik.Ancak 6 gecelik rezervasyonumuzun 2 gecesi konakladık sadece.2. gün havuzların olduğu bölgeye gittik saat 12.00 gibi büyük havuza girdik ki henüz 5 dk bile geçmemişti görevliler geldi havuzu hemen boşaltmanız lazım dendi.Çocuk havuzuna gittik orda da biraz sonra havuzu kapatıyoruz dediler.Zaten bu olanlardan önce de aquapark uzun süre kapalıydı.Çünkü tüm havuzlara kaka yapılmış.Onca otelde konaklayan ben ilk defa böyle birşeyle karşılaştık.Orda ki ailelerle konuştuk ve bir çoğu bunlara alışın bu otel böyle 6 gündür burdayım 5 gün havuzlar kapandı dediler.Düşünebiliyor musunuz zaten 6 günlük tatilinizin 5 günü otel olanaklarından yararlanamıyorsunuz,şanslıysanız havuzlar 2 saat sonra açılabilir,yoksa saat 17.00 gibi anca,dolayısıyla gün bitmiş oluyor.Tabi ben bunları yaşayınca etraftan da duyunca tur şirketimle konuşup hemen otel değişikliği talep ettim.Saolsunlar otel yetkilileri ücret konusunda sıkıntı çıkarmadılar.Şimdi başka bir otelde tatilime devam ediyorum.Otel çok kalabalık gerçekten ve Arap misafir oranı çok yüksek,herkes onlardandır diyor ama bilinmez tabi.Peki otel hep mi kötü?Hayır degil!Kalvaltı ve yemekler oldukça çeşitli ve lezzetli.Personel her zaman size yardımcı olmaya çalışıyor.Odalar temiz ve konforlu.Misafir ilişkileri çok başarılı.Özellikle loby barda Onur Bey’e servisi dolayısıyla minnettarız.Bir daha gider miyim,misafir kalitesini ayarlarlarsa neden olmasın,ancak bu şartlar altında mümkün değil.",2026-06-04
7b4c3d8dcac360b78bc6e58d691c33b0,temizlik,temizlik_havuz,Negatif,Gerçekçi olalım Tamamen vasat Bayramda Ailemle konaklama yaptık.Fark ödeyerek Aile odası tercih ettik odada küçük bir cam hava alacagımız.Manzara yok çok kalabalık her türlü insan var.Sırf hoteli doldurmak amaçlı kolundan tutanı getirmişler.Özürdikeyerek yazıyorum Nil nehrinde yıkanan yaşlı amcalarla dolu.Kapalı havuzu yetersiz pis tamemen hayal kırıklığı.Oda temizliği sadece çöp alıyorlar 3 gece konokladık çarşaflar bile değişmedi Tek olumlu tarafı personel ilgili yemek çeşidi az ama lezzetli,2026-01-24
c73f0d3ed1dad7a8e62299d20d4d61ac,temizlik,temizlik_havuz,Negatif,"4 gece otelde, 5 gece hastanede kaldık 4-8 eylül tarihleri arasında konakladık. Bizim için tam bir kabustu. Ailece havuzdan mikrop kaptık günlerce hastanede yattık. Şuan galerimdeki otele ait fotoğrafları bile görmek istemiyorum. Kızımın ishal ateş ve kusma şikayetleri hala düzelmiş değil. Oteldeki konaklamamız sırasında bile Antalya'da bir hastanede geceyi geçirdik. Kendimizi İstanbul'a zor attık. Yolda bir kaç sefer hastane molaları vererek. İstanbula gelir gelmez hastaneye yatışımız yapıldı. Asla hatırlamak istemediğim berbat ötesi bir deneyim yaşadık Aska Lara'da.",2025-07-22
7bddbbc2e1eaced13a5c826d154472d4,temizlik,temizlik_havuz,Negatif,"Her gece MAKARNA!! 26/01//024 check in. İngiltere’den geliyom her sene 1-2 tatile ailece geliriz. Bu geldiğim 8inci otel. 5 gün kaldım aska Lara da. Yemekler orta, ama gece yemeği sadece çorba ve makarna. Şikayette bulundum sorumlu mutfak görevlisine, dediği; gece makarna rahatsız etmiyor dedi. Bende hayır çok ucuz olduğundan sadece makarna veriyorsunuz dedim. Hergün mü makarna ya… full kalori, carbonhidrat !! Çok düşünüyorsanız zeytin yağlı 1-2 yemek koyun dedim, biraz domates, salatalık, peynir ….. koyun dedim. Yüzüme baktı. Animasyon şaka gibi. Kış sezonunda yok sandıydım AMA 5 gün kaldım son gün bu otelde animasyon olduğunu öğrendim. Misafir danışmaya gittim, söyledim durumu. Galiba animasyon kendilerini eğlendiriyor yada saklanıyorlar.. Gece 9:30 da show var, o kadar. (Oda animasyon değil, yabancı dansçılar/müzisyenler). Dışarda kahvaltı tabakları buz gibi, omleti/yemeği koy masaya gelene kadar buz oluyor. Sıcak omlet yiyemedim:((. Dış havuz soğuk, tek ben girebildim, biraz daha ısıtılması lazım. İç havuz içindeki kolonların çevresi/mozaikler kirli, şikayet te bulundum..(can kurtarana) Genel olarak beğenmedim, gelmem. Belki yazın daha farklıdır, bilmiyom. En iyi yanı, genç garsonlar çok iyidiler güler yüzlü idiler.. Ben bunları yazmıcaktım ama son gece de makarna görünce, aç yatınca sinirlendim. Saygılar. Özkan 1383",2025-02-27
4a0b6f911e3620e3ae342ff4b0402672,temizlik,temizlik_havuz,Negatif,"OTELDEN YAZIYORUM Arkadaslar, otelde kaliyorun 2210 numarali odadayim bir kac kotu gidisattan bahsedicem oncelikle sonra iyi yonlerini anlaticam. Oncelikle rezervasyon yaparken odamizin on taraftan veya en azindan ust katlardan olmasini istedik ve bu konuda otele gelince Yardimci olcaklarini soylediler ne yazik ki ihmal ettiler olmadi. Oda temuzligi konusunda yetersizler sanirim personel az yetisemiyor bazi yerleri atliyor ozellikle TÜRK soydaşların odaları diye düşünüyorum. Resepsiyon bar salon ve mutfak personeli güler yüzlü ve samimi doluluk oranı iyi fiyatına göre fena değil. Denize uzak değil fakat denizi iyi değil sahildeki hizmette orta derece lüks bir durum yok haliyle fiyattan belli ama bu ücrete bu hizmet gayet tarminkâr yeniden belirtelim. Bizim kaldığımız oda ve bazı odalar hapishane gibi oralarda kalmayınız 2210 ve sanırım 2230 a kadar olabilir tam emin değilim gelecel olan sorsun. Havuz temiz gibi ben girmedim henüz. Tuvaletler temiz bar ve mutfağa ufaktan baktım bi sorun yoktu. Denize gelince iyi bir deniz yok side daha güzel diye bir söylenti var gidersem yazatım belki. Etkinlik az ve basit. Ama yapmaları bile mutluluk veriyor. Şuana kadar oda temizliği ve odanın konumu dışındaki yalandan başka sorun yaşamadık. Bu arada içkiler fiyatın ucuz olmasına istinaden düşük kaliteli sizlere fıçı efes kullanıyoruz deselerde ( buda bana söylenen bir yalan ) çok düşük kaliteli kullanıyorlar alkol oranı yoka yakın 6 yıl boyunca Türkiye'nin en iyi clublerinde çalıştığım için ve iyi bir içici olduğum için anladım diyebilirim doğruyu söyleseler buraya yazı yazmazdım. Yemeklerde ağır şeyler yemeyin. Yiyeceksenizde zeytinyağı tüketin bağırsaklarınızdaki döngü dengelensin. Eğer zeytinyağı yoksa isteyin salata olan büfede olmak zorunda. Hepinize iyi tatiller . Bu fiyata daha iyisini bulmak zor. Değerlendirin derim.",2026-07-11
5ea4b9807a877bf97c44e4d9b41e46e6,temizlik,temizlik_havuz,Negatif,"Rezalet Kesinlikle her şey dahil değil, tam bir fiyasko, saçma sapan ne olduğu belli olmayan içki markaları. İnanılmaz kötü içecekler. Lobby bar var ama kapalı, gerçi olsa ne farkederki içecek konsepti aynı olduktan sonra. Bar içinde çalışan personele, viski, vodka, cin, olarak ne var diye sorduğumda, o kadar saçma sapan markalar varki ismini dahi söyleyemiyorlar, şişeyi kaldırıp gösteriyorlar. Başka bir viski ve ya votka yok mu diye sorduğumda, verdiğiniz para ne kadar ki. Ne bekliyordunuz diye cevap verecek kadar küstah olabiliyorlar. Kokteyller ücretli. Alkollü bir şey içmekten vazgeçtim, portakal suyu içmek istedim, plastik, kir içinde bir şişeden konsantre meyve suyu verdiler onunda tadı berbattı, paket meyve suyunuz yok mu dedim, ooooo hangi otel veriyor ki biz verelim dedi barmen. Restoranda şarap içelim dedik, sirke gibi. Yemek çeşitliliği çok kötü, lezzetsiz, aç kaldık. Mini barda sadece iki adet küçük su vardı, o mini bar dolabını hiç koymanıza gerek odaya, suyuda kendimiz alırız bardan. Restoranda içecek siparişi alan yok, sipariş verebilmek için garson bekledik dakikalarca. Umursayan yok. Sipariş vermemeniz için göz kontağı kurmaktan kaçıyorlar. Güleryüzlü bir tane personel görmedim. Spa tam bir rezalet, temizlik, hijyen diye bir şey yok. Kapalı ve açık havuz çok kirliydi. Belboy sanırım zorla çalıştırılıyor, gülümsemiyor tamam okey ama teşekkür ettim cevap yok günaydın dedim cevap yok. Güzel olan tek şey manzara ve deniz. Odalar iyi fena sayılmaz. Kesinlikle tavsiye etmiyorum.",2026-07-02
e8226eeaabbb7ea554222cf9e9eadf93,temizlik,temizlik_havuz,Negatif,"Başka alternatif yoksa fiyat performans olarak değerlendirilebilir Ani gelişen bir iş gezisi için her zaman kaldığımız diğer otellerde yer bulamayınca 2 gece konakladık. Konumu iyi ancak otoparkı yok, kapıdaki elemanlar yol kenarına parkedin diyorlar. Vale hizmeti yok. Boş bulursan park ediyorsun. Otel resepsiyonu işi bilmiyor, otelle iligli neredeyse hiç bilgi vermiyorlar. Otel birkaç apart tarzı bloktan oluşuyor. Havuzları temiz ve bakımlı değildi. Benim odam büyük ve ferah olmasına rağmen temiz değildi. Şifonyerlerin üzeri bile silinmemişti. Havlular eski, yatak çarşafı artık yıkanmaktan delik deşik olmuştu. Ve otelde wi-fi var denilmesine rağmen internet mail atacak kadar bile çekmiyor. Resepsiyona söylediğinizde evet maalesef otelin o bölgesinde çekmiyor diye bir cevap alıyorsunuz. Kaldı ki farklı blokta kalan iş arkadaşımın odasından da çekmiyor. Otelin tek iyi yanı konumu ve uygun fiyatıydı diyebilirim.",2026-05-19
4a958807876b788835604b50260c01b3,temizlik,temizlik_havuz,Negatif,Otel tam bir aile tatil oteli yetişkin iki çocuk olarak gittik çocuk etkinliklere çocuk oyun alanları özellikle seçilmiş ve her biri her güne yayılmış yemekler efsane her gün dolu dolu menüler Dünya mutfağı çıkıyor ekşisi havuzlar kirli odaların banyoları çok küçük,2026-02-01
ccbc3ed0d02a8cd835e7bb5f29ebb28f,temizlik,temizlik_havuz,Negatif,"Otel konforuyla, rahatlığıyla , konumuyla mükemmel yemekleriyle son derece başarılı. Havuz için biraz hijyen eksikliği sözkonusu. Damsız beyler etrafta kol geziyor ve gürültüleriyle rahatsız ediciler. Ancak özet olarak otelin olumlu yönleri daha ağır bastığından tekrar aynı otelde tatil yapacak olsam tereddütsüz evet derim.",2025-11-07
49a3c1c23c2f6e54fee9f6d4ecfe8d8f,temizlik,temizlik_havuz,Nötr,Mükemmel Her şekilde güzel fakat aktivitelerin biraz daha fazla olması lazım disco yerinin havalandırılması ve bakım istiyor havuzun temizliğine biraz daha özen gösterilmesi lazım yemekler ve odaların düzeni ilgi alaka çok iyi çok memnun kaldık,2025-07-15
b34b40483d99b5c01b6dc09bc35c5c91,temizlik,temizlik_havuz,Nötr,Güzel Oda -günlük temizlenip havlular değiştiriliyor. -klima iyi çalışıyor - tv mevcut -ütü yok -kasa var -mini bar ve balkon mevcut Deniz -plaj yok(kum derdi yok) ancak denize girilebilecek manzaralı ve güzel kendisine ait iskele mevcut -denize girilebilecek min. Derinlik 3-4 metre -Deniz ve iskele temiz -şezlong ücretsiz -denize girdiğiniz yerde mini bar mevcut Havuzlar ve SPA -acık yüzme havuzları ve kapalı yüzme havuzu mevcut -havuzlar büyük değil -ellerinden geldiği kadar temiz tutmaya çalışıyorlar ancak açık ortamda olunca rüzgarla dal parçaları yaprak filen olabiliyor. Bonesiz giriş serbest. Derinlik 1.40 metre en derin -açık havuz ortamı güzel müzik ve mini bar var. Herkes havuzun etrafında güneşleniyor -hamam ve sauna iyiydi. -arkadaşım masajı beğendi 1 saat 150 TL Yemek - Kahvaltı güzel çeşit çok. -öğünlerde genel olarak hep aynı yiyecekler çıkıyor. Yemekler bana yağlı geldi - hizmet güzel Eğlence -her gece müzik var. İyi eğlendik -Discosu var,2026-07-15
f4a621b8f04a0946e29dbebf78a8e3b7,temizlik,temizlik_havuz,Pozitif,"Kesinlikle Calista( yaz-kış) 🙏🏻🌸 Bu Calista’ya üçüncü defa gelişimiz; kesinlikle çok keyifli, tertemiz, kalitesiyle ve çalışanların ilgisi, güleryüzüyle inanılmaz memnun kaldık.Herkese tavsiye ederim.Biz inşallah seneye yine buradayız🙏🏻🙏🏻",2026-06-17
b28f0bbaa4b81940ff16290214e90134,temizlik,temizlik_havuz,Pozitif,"Harika bir otel! Ailemle 3 yildir bu otele gidiyoruz, oda temizliginden yemeklerine hersey cok güzeldi. Özellikle calisanlarin güler yüzlü olusu ve her zaman yardim etmeye hazir oluslari bizi cok mutlu etti. Cocuklari olan aileler icin burasi tam anlamiyla bir cennet. Herkese bu oteli tavsiye ederim.",2026-05-20
bee4319d21bbc440b9c536e7b9724c9b,temizlik,temizlik_havuz,Pozitif,"Her sene ailece gidiyoruz hep çok memnun kaldık Calista’ya 2022’den beri ailece gidiyoruz. Kalabalık bir aileyiz, hepimiz gerçekten çok memnun kalıyoruz. Gerek yetişkin, gerekse küçük çocuklar için çok güzel alanları mevcut. Hijyen ve yemekler bizim için çok önemli, kesinlikle bu konularda çok iyiler. Tavsiye ederim.",2026-03-05
f04a8162564501da1cd106c47d51e097,temizlik,temizlik_havuz,Pozitif,Rahatlıkla Tavsiye edilir Konumu çok güzel.Plaj ı harika personel güler yüzlü .Hijyen üst seviye .,2025-11-07
