review_id,kategori,altkategori_full,sentiment,text
3cc494c88794a565eb3bf737af03159b,eglence,eglence_spor,Negatif,"Vasat - Otelde plaj kısmı oldukça zayıf (müzik yok, içecek, yiyecek bar kısmı saat 16.00 da kapanıyor ki zaten millet 4 ten sonra plaja geliyor. öğlen sıcağında herkes odasında - Ana yemek saatleri dışındaki snack, çay saati gibi ikramlar epey zayıf.. hergün aynı bayat ürünleri getirip götürüyorlar - Yemek saati bitmeden yarım saat önce restoran bölümü toplanmaya başlıyor - Otelin discosu sözde var ama ışıklar kapalı, müzik yok..yani disco yok - Otelin interneti kötü, plajda hiç çekmiyor. - Tüm içecekler kötü (ayran, süt, kahve dahil) - Otelin konumu iyi - Tenis kortu var ücretsiz, raket ve toplar ücretli..ancak akşam 8 de kort kapanıyor. Tam güneş etkisini yitirirken ve rahat rahat oynayabilecekken.."
8e23f68bbec16eafec221661f839588f,eglence,eglence_spor,Negatif,"Spor salonu beklentimizin oldukça altında kaldı. Aletlerin büyük kısmı eskiydi, bazı cihazlar çalışmıyordu ve içerisi yeterince temiz değildi. Böyle bir otelde daha modern bir fitness alanı beklerdim."
2f8f60ab7cfadd9ceb6bfd8c7839606e,eglence,eglence_spor,Negatif,Otelde spor imkanları var gibi görünse de ekipmanların bakımı yetersizdi. Klima çalışmadığı için spor yapmak oldukça zorlaştı. Bu konuda ciddi bir yenileme yapılması gerekiyor.
144b3ffa5244fe40654c2e5041613f97,eglence,eglence_spor,Negatif,Tenis kortlarının olması güzel ancak ekipmanların ücretli olması hoşumuza gitmedi. Ayrıca kullanım saatleri erken bittiği için serin havada oynama fırsatı bulamadık. Spor imkanları daha misafir odaklı olabilir.
3528018bbe12884a5f7f87ccfd2571e0,eglence,eglence_spor,Nötr,"Kaliteli fakat sezona göre Öncelikle otelde 2013-2016-2017 yıllarında toplamda 3 defa konakladım. Hepsi yüksek sezonda gerçekleşti. Öncelikle otelin konumu: Otelin konumu merkezi bir yerdedir ve asla şehir merkezine ulaşma noktasında sıkıntı çekmezsiniz. Yürüyerek maks. 10 dk. sürüyor. Ancak Düden, Manavgat, Belek, Kemer, Olympos gibi yerlere gitmek isterseniz otelden araç kiralayabilirsiniz. Otelin imkanları: Otel büyük ve ferah bir lobiye sahip, akşamları piyano veya keman eşliğinde dinlenebilirsiniz. Ayrıca 2 adet yüzme havuzu(açık-kapalı) ve spor salonu ile beraber spa ve masaj imkanı bulunuyor. Otelin plajı YOK, iskeleden giriyorsunuz. Ana bina ile iskele arası merdivenler dahil 5 dk. sürüyor. Deniz temiz olduğu zamanlar kesinlikle SÜPER. Temiz olursa(?) Tavsiyem Ultra Her şey Dahil Konaklamanız (ben öyle kaldım) Kafanız rahat eder. Bu konaklama türü otelde spor salonu kullanımı dahil çoğu şeyi kapsıyor. Odalar temiz ve ferah. 9-10-11. katlar Suit ve büyük odalar barındırıyor manzara mükemmel ötesi. Diğer odalar standart ama güzel ve ferah. Ancak odalar ile ilgili en büyük sıkıntı temizlik. Odalar GEÇ TEMİZLENİYOR. Denizden veya havuzdan gelince temiz ve kullanıma hazır bir oda bulamayabilirsiniz. Yoğunluk muhtemelen ama böyle bir durum söz konusu. Yemekler: Çeşit bol ve çoğu lezzetli, Pide ustası harika ve güzel pideler çıkıyor. Ancak çoğu yemek aşırı tuzlu;gerçekten fazla tuzlu yemekler. Çalışanlar gayet saygılı ve iletişimde sıkıntı çekmezsiniz. Biraz daha profesyonel olmaları gerekiyor o kadar. Otel misafiri profili: Otel profili çoğunlukla Arap ülkelerinden gelenlerden oluşmakta ve tabii ki gurbetçiler; çok fazla uzatmayım; beklentileri düşürün ve farklı insan manzaralarına hazırlıklı olun. Bu otelin elinde olan bir şey değil, neticesinde 4 tabak yemeği alıp yemeyen ve çöpe atılmasına sebep olan insanlar. (Beğenmeme söz konusu değil,kişisel gözlem en az 4-5 masa böyle her akşam) Onun haricinde misafirlerin birbirlerine karıştığı yok sadece göz zevki; israf konusunda hassassanız sakin olmaya bakın. Otelin ısıtması ve soğutması: Gayet iyi ve etkili. Bir sıkıntı çıkmadı. Otel genelinde Wi-Fi mevcut ve ücretsiz. Antalya'ya tatile gelmeyi düşünenler Çeşme ve Bodrum havası beklemesin;sıcaklık ve nem epey fazla,ancak deniz suyu çok güzel. Elbette Adana sıcağı kesinlikle yok. Bütçeniz izin veriyorsa ve sadece otelde kalacaksanız Kundu civarı otelleri tercih edebilirsiniz."
5c5fddfcbe96fbd6d37f47486bf07f5b,eglence,eglence_spor,Pozitif,"Tavsiye ediyorum Otelde her şeyden memnun kaldık, odasından yemeklerine, etkinliklerinden havuzlarına kadar kusursuzdu. Otelin misafirlerin günlük yaşantısına saygı duyup her türden etkinliği koymaları muazzam. Otel odanızda ayrıca ihtiyacınız olan her şey mümkün, hazırlıksız gelseniz bile eksiksiz bir tatil yapabilirsiniz. Çok rahat ve temizdi, her şey ayrıca kullanım olarak çok kolaydı. 2 gün boyunca Zehra hanımla beraber bisiklet etkinliğinden çok zevk aldım kendisi çok tatlı biri çok pozitif ve enerjik. Sürecin eğlenceli geçmesini sağladı ve çok ilgili birisi. Tekrardan gelmeyi kesinlikle düşünüyorum"
f187aa58d506c5aff742e50776388833,eglence,eglence_spor,Pozitif,"Calista deneyimim. Hersene tatilimin bir bölümünü Calista Otel de geçirmekteyim, otel personeli ,misafir ilişkileri ve otelin hizmet kalitesini heryıl aynı çizgide koruması tercih nedenlerimin başında geliyor.Otel bir çok aktiviteye sahip.Ücretsiz oyun alanları ve açık spor alanları , tenis, masa tenisi fitnes alanları benzeri.Calista ayrıca fiziki olarak doğayla uyumlu bir mimariye sahip olup geniş yeşil alanlara sahip bu sayede otel kalabalık dönemlerde dahi otel içine dağıtılmış tesis imkanlarıyla kalabalık oluşumunu engellemekte, farklı yemek alanları sayesinde alacart veya ana salonda sıra beklemeden keyifle yemek yiyebilirsiniz."
ddfa1c7a1eddc40e6882488dc7a52410,eglence,eglence_spor,Pozitif,"Futbol Hocası Spor Dersleri Otelde futbol dersi aldırdık oğluma, inanılmaz ilgili ve bilgili Şahakan Hoca sayesinde tatilimiz hem verimli hem de keyifli geçti, teşekkürler ☺️"
bf2d2a2e85fd48c87abbba79bb84e9c3,eglence,eglence_spor,Pozitif,Calista çok güzel Gayet güzel bir otel özellikle çocuklara göre olan büyük bir otel özellikle sporcu iseniz bu Otel tam size göre tenis masa tenisi pinpon futbol ve basketbol oynayabileceğini sağlar sahalar barındırıyor Ayrıca Doğa dostu bir otel gelmenizi tavsiye ederim
430419c6bbc4a46b03f9afe2b1297190,eglence,eglence_spor,Pozitif,"Şehir içi / sakin Birinci yılımızı kutlamak için eşimle tavsiye üzerine seçtiğimiz bir otel. Otelin size vaat ettiği imkanlar üzerinden değerlendirildiğinde memnun kalacağınız bir mekan . Huzur ve sakinlik arayanlar için, giriş yaparken sizi Güler yüzle karşılayacak bir resepsiyon görevlisi (Meryem hanım ve bir genç bey var ismini hatırlayamıyorum gerçekten muhteşemsiniz burdan tekrar teşekkürler) servis yaparken suratı sirke satmayan garsonlar ve barmenler (Furkan 12 olsunda sen barı devral diye kocam dakika sayıyor dostum bilemiyorum artık sanada tekrar teşekkürler) arıyorsanız burda olmalısınız yemekler gayet iyi (sadece çok fazla dere otu kullanıyorlar lütfen yapmayın 😟) gün içinde ufak tefek aktiviteler planlanıyor (Tolga abi ve Fedel abi bu konuda on numara sohbetleri bile muhteşem izin günlerinde gözleriniz onları arıyor ) uzun lafın kısası otel size çok fazla bi tatil havası yaşatamasada evinizde ve arkadaşlarınızlaymış gibi bir huzur var burda insan kaynaklarınızı personel seçimi anlamında tebrik ediyorum 😍"
a549b8aae4dde542d5b800ed11afb585,eglence,eglence_spor,Pozitif,"Rahat sakin dinlenebıleceğiniz bir otel Herşey cok güzeldi.personel güleryüzlü sanki yıllardır tanışıyormuşuz gibi 🤗 yemekler gayet lezzetli fazla çeşit her damak tadına hitap eden bi restoran.sadece odalar harıka olmasına rağmen temizlik görevlilerin eksiklikleri yüzünden sık sık resepsıyonu aramak zorunda kaldık. Oraganizasyon olarak KATERİNA hanımla birlikte zumba,water gym harika geçti ardından verdiği samimiyet ve güzel Türkçesiyle arkadaş olduk. Çok güzel ve tatlı bir kadın onu cok sevdık. Havuz başı müzikler ise gündüz ve gece biraz eski ve kötüydü açıkçası bu otele yakıştıramadık. Daha güncel yeni müzikler olabilirdi. Lobi bara gelince Hatice,Belgin,Nuray hanımın ilgisi ve içtenlikleri için cok teşekkür ediyoruz."
c39ae50e560dd42a2f8740f09fcf61ee,eglence,eglence_spor,Pozitif,"Güzel ve rahat otel Otel çok güzel personel çok ilgili ve güler yüzlü yemekleri çok lezzetli memnun kalmadım demezsiniz ancak tek sıkıntısı odalar düzgün temizlenmiyor havlular çarşaflar aynen kalıp katlanıyor tuvalet kağıdı bile kontrol edilmiyor. Buna dikkat edilirse gerçekten harika bi tatil yaptım diyebilirsiniz . Lobby barda ve pool barda ilgilenen Hatice , Nuray ve Belgin hanıma güzel yüzlerinden ilgilerinden dolayı teşekkür ederiz hemen ihtiyacına koşuyolar ve içten samimiyetleri var. Ayrıca organizasyon da Katrina hanıma. , sabahları havuz başında yaptırdığı sporlarla daha sonraları yanımıza gelip öğrendiği düzgün türkçesiyle önceden tanışıyomuşuz hissi verdiği içğn özellikle çok teşekkür ederiz kendisi harika bi bayan çok ilgili alakalı güler yüzlü insanı evinde gibi hissettiyor biz çok sevdik . Bide havuz başı müzik, eğlence yetersiz daha kaliteli otele yakışır müzikler yapılırsa çok daha keyifli hale gelebilir yine de gidipte pişman olmayacağınız bi tatil geçirebilirsiniz."
e1792fb130edf68b08892158d22bd918,eglence,eglence_spor,Pozitif,"Muhtesemdi ❤️👌 Arkadaslarimizla geldigimiz tatilde fazlasiyla keyifli vaktimiz ve animiz oldu. Havuz jimnastigi aktivitesinde Sahra ile cok eglenceli vakit gecirdik, ok atmayi da kendisinden ogrendik. Havuz basi basli basina keyifli bi ortam manzarasi, indigo barin kokteylleri, havuzun temizligi, muziklerin guzelligi hepsinden keyif aldik. Personelin guleryuzu ve ilgisi gayet guzeldi tesekkur ederiz. Tekrar rotamiz olacak."
3098316d0c3cc4b217628cd7a0632afd,eglence,eglence_spor,Pozitif,"Müthiş Animasyon Oteldeki deneyimimiz çok keyifliydi özellikle Sahra ile yaptığımız okçuluk, su jimnastiği aktiviteleri tatili daha da keyifli kıldı. Otelde aktivitelerden kaynaklı boş vaktiniz kalmıyor ve hepsi çok zevkli. Enerjisi yüksek bi ortam var. Personel güleryüzlü, akşam şovları zevkli, kokteyller mükemmel, yemeklerde de her şey vardı herkes için. Havuz başı müzikleri, sahil ve havuzun denize ve dağlara bakan manzarası apayrı bi keyif. Biz her şeyden memnun kaldık ve çok eğlendik. Tavsiye ediyoruz 🙏♥️"
abb951b50b619b537e9b002c0f6a98b3,eglence,eglence_spor,Pozitif,"Çok iyi 💙👍 Ailemle konakladığımız otel deneyimimizde her şey iç açıcıydı. Eğlence ve spor kısmında Sahra ile geçirdiğimiz vakitler hem çocukları hem de bizi çok eğlendirdi. Çocuk kulübünde kızım ve oğlumla iletişimi çok güzeldi çok keyif aldılar. Dart aktivitesindeki enerjisi ve esprileri de oyunun tadı tuzuydu. Su jimnastiğinde ise hem yorulduk hem eğlendik yarışma sonucunda kazandığımız kokteyllerde tatlı bi ikramdı. Personelin güleryüzü, akşam sahne şovları, sabah huzurlu ve güzel bir manzarada havuz başı deneyimi ve bunların yanı sıra çocukların eğleneceği bir alan olması çok güzel. Biz çok memnun kaldık, tavsiye ediyorum."
c6154f8789b241c4b4a3dfa5379e60cb,eglence,eglence_spor,Pozitif,"Kusursuza yakın deneyim Otel ve yaşadığım deneyim neredeyse kusursuzdu. Oda temiz, geniş ve rahattı. Çalışanlar genel olarak ilgili ve güler yüzlüydü. Yemekler oldukça çeşitli ve başarılıydı; alkol çeşitleri ve kalitesi de gayet iyiydi. Tek eleştirim tatlılara olacak: çeşit açısından zengin olmalarına rağmen lezzet açısından beklentilerimi karşılamadılar. Bunun dışında “şu eksikti” dediğim bir an olmadı, aksine “bu da mı var” diyerek şaşırdığım birçok an oldu. Otel etkinlikleri ve eğlence ekibine ise ayrı bir parantez açmak isterim. Eğlence ekibi çok güler yüzlü, enerjik ve aktifti. Havuz partileri, akşam etkinlikleri, farklı noktalarda aynı anda düzenlenen canlı müzikler, sabahları futbol ve voleybol gibi birçok keyifli aktiviteyle tatili çok daha eğlenceli hale getirdiler. Sonuç olarak burası kesinlikle favori otelim oldu."
82e80218ff2c9978d3e01819be9c76b6,eglence,eglence_spor,Pozitif,Otel yemekleri kendi klasmanındaki birçok otelden güzeldi. Personel güler yüzlü Fakat su kaydırakları yetersiz ve kayarkenki kullanılan simit - malzemeler için yetersizliğinden dolayi sıra bekleniyor Voleybol sahası - futbol kaleleri başarılı 👍🙏
972032e0c088992406ff6bd13032bc68,eglence,eglence_spor,Pozitif,Oteldeki spor aktiviteleri beklentimizin çok üzerindeydi. Özellikle sabah yapılan bisiklet turuna katıldık ve ekip gerçekten çok ilgiliydi. Eğitmenlerin enerjisi sayesinde hem spor yaptık hem de keyifli vakit geçirdik. Tatil boyunca sıkılmaya fırsat bulamadık.
b19b70c0eaba10b81a07f71239610be2,eglence,eglence_spor,Pozitif,"Çocuklarımız futbol ve basketbol etkinliklerine katıldı, biz de tenis kortlarını kullandık. Spor alanlarının temiz ve düzenli olması hoşumuza gitti. Gün boyu farklı aktivitelerin olması tatili daha eğlenceli hale getirdi."
b8417f6e2d69c6f3bca0a47a01c8858d,eglence,eglence_spor,Pozitif,"Animasyon ekibi oldukça başarılıydı. Su jimnastiği, dart ve havuz oyunları sayesinde günümüz çok hareketli geçti. Eğlence programları hem yetişkinlere hem çocuklara hitap ediyordu. Tekrar gelmeyi düşünürüz."
d4aa37c2505a99753743ec9f0d860638,eglence,eglence_spor,Pozitif,Akşam gösterileri ve canlı müzik performansları gerçekten başarılıydı. Gündüz ise voleybol ve okçuluk etkinliklerine katıldık. Tatil boyunca sürekli yapılacak bir aktivite bulduk ve hiç sıkılmadık.
588fe07216026f39b506d03329262945,eglence,eglence_spor,Pozitif,"Havuz başındaki aktiviteler sayesinde günümüz oldukça eğlenceli geçti. Eğitmenler misafirlerle tek tek ilgileniyor, ortamın enerjisini sürekli yüksek tutuyordu. Çocuklarımız da biz de çok memnun kaldık."
bb72f618b942765fdaaa7ede48d8d3dd,eglence,eglence_spor,Pozitif,"Otelin en güçlü taraflarından biri kesinlikle aktivite çeşitliliğiydi. Sabah spor etkinlikleri, gün içindeki turnuvalar ve akşam şovları sayesinde dolu dolu bir tatil geçirdik. Eğlence ekibine ayrıca teşekkür ederiz."
b716b59ae851e57f5483df81030fa04a,olanaklar,olanaklar_wifi,Negatif,"Personel yorgun Baska bir hotelden geldim bazi problemler yasadigimiz icin ve buraya daha fazla para odedim hic bir fark yok personel ayni yorgun isteksiz ve yavas calisiyor genel olarak personel eksikligi vardi ve personelin herseyi bilmis bir hevesi var ve cok ukalalar . Kucuk bir sorun a cozum degil daha buyuk bir soruna ceviriyorlar kafam da soru isareti kaldi . Mini bar dolu degildi eksik konuluyor , wifi hotelin heryerinde tam cekmiyor ve spor salonu malzemeleri eski , kiyafetleri kuru temizlemeye verdik ve bi kac gonlegimin rengi degismisti . Aksam sovlari guzel ama hotelde calan muzikler hep ayni, bu fiyata bu kalite yakismadi, Tavsiye etmiyorum."
badc717d01058b65f0060af99f3de77e,olanaklar,olanaklar_wifi,Negatif,"Bu paraya hizmet kötü Ciddi para ödeyerek rezervasyon yaptırdık. Büyük hayallerle tatil için gittik. Ancak otel hiç te göründüğü gibi değil. Hayal kırıklığına uğradık. O bölgedeki daha ucuz otellere de gitmiştik. Bir çoğu daha iyiydi. Otelin otoparkı problemli. Deniz tarafı farkı ödeyerek rezervasyon yaptırmamıza rağmen kara tarafından oda verilmeye çalışılıyor. Ancak itiraz edildiği zaman düzeltiliyor. Elemanlar sanki zorla çalışıyormuş gibi. Yemek servisinde çalışan elemanlar hijyen yönünden problemli. Bir sabah kahvaltı sırasında, çalışan çocuk elindeki temizlik bezini yarım litrelik bir su ile yıkıyormuş gibi herkesin içinde ıslatıp suyunu sıktıktan sonra tekrar onunla çatal kaşık ve bıçakları silmeye devam etti. Aynı bezi her işte kullanıyordu! Otelin kamera kayıtlarında vardır. Oda temizliği düzgün yapılmıyor. Temizlik yapılmış oda da yerlerde saçlar, lavabo musluğu lekelerle dolu, tuvalet kağıdını, ayak havlusunu 2-3 defa söyleyerek getirttik. Havuz ya da deniz kenarında insanların özel eşyalarını topluyorlar. Şikayet konuları geçiştiriliyor. Şikayetler ilgililer tarafından zamana yayılıp geçiştiriliyor. Müdür konumunda çalışan bazıları müşteriye karşı çok kötü davranış sergiliyorlar. Bu konuların şikayet son noktası da işletme müdürü. Çözüm bulunmuyor zamana yayılarak şikayet geçiştiriliyor. Wifi çok kötüydü. Bağlanmak zor bağlı kalmak ondan daha zordu. Sürekli kesinti oluyordu. Yani hayal kırıklığı oldu."
9f9e721185d8573b19e7ecf6fcf71038,olanaklar,olanaklar_wifi,Negatif,"Sadece tatlılar Şuan konaklıyoruz, otelin tek güzel tarafı tatlıları. Wifi bağlı ama çekmiyor,yemekler rezalet, Restaurant A aşırı bi koku, personel ilgisiz, garsona mama sandalyesi var mı diye soruyoruz, cevap:içerde.(belli kişiler dışında) deniz manzarası hak getire, bütün içecekler açık ve çok önceden konulduğu için şerbet gibi,Leo Kids club pislik içinde, çalışanlar amatör bi kaç çocuk, ses yalıtımı adına hiç bişey yok. yani tutulacak tek tarafı yok. Gelmemeniz için yeterince sebep var sanırım. Bu arada bi güzel tarafıda binanın ışıklandırması"
500e115584d6f5ddac52644234676778,olanaklar,olanaklar_wifi,Negatif,"iyi gibi odaları güzel .ancak sorun çözmek için hiçbir çaba sarf etmiyorlar.bir gecemi tv ve internetsiz geçirdim.sabah şikayetimi bildirdim ,verecekleri cevap yok.birkaç kez kaldım ama bir daha kalmam.cok ta tavsiye etmiyorum"
